Review Date,Airline,Verified,Type of Traveller,Month Flown,Route,Class,Seat Comfort,Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Overall Rating,Recommended,Cleaned_Reviews
26-11-2019,Singapore Airlines,True,Solo Leisure,Nov-19,Melbourne to Qingdoa via Singapore,Premium Economy,2,5,1,3,4,10,yes,milan singapore singapore airline generally run tight ship service quick friendly precise may airline ’ flown offer hot towel economy passenger though ’ pretty standard premium economy premium economy seat well equipped large seatback display large window comfy leather seat food decent nice legrest footrest seat ’ pleased say flight quite punctual check quick easy planingdeplaning efficient cabin crew exercised caution assisting guest stowing luggage overhead bin periodically passed refreshment
24-11-2019,Singapore Airlines,False,Business,Nov-19,Bengaluru to Brisbane via Singapore,Premium Economy,4,5,5,2,3,5,no,usually fly qantas chose fly singapore airline time flew premium economy would fly probably first flight resulted seat functioning seat incredibly uncomfortable compared scoot adjoining flight service female hostess fabulous male staff shocking
22-11-2019,Singapore Airlines,True,Family Leisure,Oct-19,London to Singapore,Economy Class,4,4,1,5,3,6,yes,bengaluru brisbane via singapore travelling singapore airline several year never bad experience ever last time flew however quite disappointing observed 2 thing 1 always order indian meal satisfied always quality meal time quite bad first meal tasteless serve second one 3 quiche since quiche indian meal bad anyway furthermore return trip wife received 3 oily smelly samosa serf 3 samosa one sitting chef thinking 2 staff polite involved usually experience singapore airline make conscious attempt connect traveller aim make comfortable possible however time noncommital attitude unlike ask water time remember earlier always served interval prompt feedback form shared child always receives small talk staff little gift time attention gift either
20-11-2019,Singapore Airlines,True,Couple Leisure,Nov-19,Singapore to Dubai,Economy Class,3,2,1,5,4,6,no,admit huge disappointment flying economy class airline outward trip a380 extremely comfortable flight attendant good food awful something ’ expecting read excellent quality meal main grumble return flight 777 say seat pitch ’ possibly 32 ” advertised skytrax 6ft tall knee touching seat front reclining made little difference person front fully reclined fully understand sardine must feel food flight awful totally lacking taste know people reading review say want room fly premium economy business class something would love affordable flight attendant wonderful food awful 777 diabolical sorry singapore airline ’ flying a380
17-11-2019,Singapore Airlines,True,Family Leisure,Nov-19,Singapore to Shanghai,Economy Class,2,5,1,4,3,1,no,singapore dubai disappointed option food flight asked fa choose chicken sandwich hamus flat bread chose chicken sandwich since fan hamus ’ available anymore fa insisted could hamus instead cup coffee also also asked water twice flight nothing given made think gave minimal attention economy passenger
17-11-2019,Singapore Airlines,True,Family Leisure,Nov-19,Melbourne to Singapore,Economy Class,3,5,2,1,4,10,yes,singapore airline maintained excellent standard 5hour flight pillow blanket available seat boarded cabin clean despite flight nearly full still good experience furthermore legroom seat excellent seat comfortable tray table wide sturdy sufficient storage nice pocket phone nice pouch put thing wide selection movie available well cabin crew usual excellent provided great service meal service provided redeye flight chicken meal good despite delayed departure arrived shanghai time sia ’ newest product 787 indeed well designed flight good overall
16-11-2019,Singapore Airlines,True,Solo Leisure,Nov-19,Frankfurt to  New York,Premium Economy,5,1,4,4,2,5,no,melbourne singapore first flew sq experience lounge sydney melbourne month must say worst experience ever running food decor bland functional barely best staff sombre angry tragic sq sell premium airline tired condition disappointing experience sq
15-11-2019,Singapore Airlines,False,Solo Leisure,Aug-19,Sydney to Trivandrum via Singapore,Premium Economy,4,5,5,5,5,9,yes,frankfurt new york experience flight good overall checkin boarding process well organized food tasted better business class offering airline singapore airline premium economy good choice flight 6 10 hour
13-11-2019,Singapore Airlines,True,Solo Leisure,Nov-19,Melbourne to Mumbai via Singapore,Economy Class,1,3,4,5,1,6,no,sydney trivandrum via singapore booked flight sia expecting would code share full service fare ticket low cost carrier scoot sin trv sector sia charging amount fare compared previous year code shared silk air full service airline option basic seat selection served instant fried rice topped meat pea served bottle water option teacoffee soft drink silk air served beer spirit understand sia resorting sort behaviour expense passenger comfort profit making use monopoly enjoy route shameful airline advertises great way fly sia make amends passenger made fly scoot sia trv route
10-11-2019,Singapore Airlines,False,Couple Leisure,Nov-19,Manchester to Brisbane via Singapore,Economy Class,5,3,1,2,4,8,yes,melbourne mumbai via singapore appreciate staff service cooperation lost wallet airport airline staffed approached offered best help would like thank especially mr ebrahim one crew member updated every action taken searching wallet
10-11-2019,Singapore Airlines,True,Couple Leisure,Sep-19,Los Angeles to Singapore,Business Class,5,1,5,3,4,9,yes,manchester brisbane via singapore ive intending try singapore airline time keen know reality matched star rating quality product seat service onboard ground met expectation fully slight quibble slight amenity kit pyjama offered business class usual amenity kit content available individual item however bathroom seat excellent food met expectation better many others ife offering little disappointing however ought make bigger effort
09-11-2019,Singapore Airlines,True,Couple Leisure,Nov-19,Colombo to Sydney via Singapore,Economy Class,4,5,2,1,5,10,yes,los angeles singapore outbound flight experience enhanced made pleasant service conversation kelvin need competently met exceeded return flight equally satisfying personal attention shared u beverly lengthy flight 155 hour felt relaxing enjoyable care customer service amazing comfort travel gladly recommend singapore airline
09-11-2019,Singapore Airlines,True,Couple Leisure,Nov-19,Singapore to Amsterdam,Economy Class,2,2,5,4,3,6,no,colombo sydney via singapore thought loved singapore airline seemed okay great flew sydney colombo rudest experience travelled back australia air hostess cabin pretty rude like want get job done dont care people ive travelled lot different airline ive never treated rudely barely offer water people wanted chicken eat beef wanted beef said cant took long time everyone else finished eating find fish meal wasnt menu grateful however nice gesture didnt last long literally opened food eat air hostess dump ice cream magnum tray everyone else happy get begun even eating gobble food eat melting ice cream flight air hostess serving took cup apple juice remaining poured water also asked water leaving aircraft hesitated made stay whole time everyone left get water also small cup good note must say flight comfortable good food acceptably good id ask everyone love staying hydrated flight make sure fill water bottle
07-11-2019,Singapore Airlines,False,Solo Leisure,Nov-19,Perth to Singapore,Business Class,5,1,5,4,4,10,yes,singapore amsterdam great service business class seat comfortable sky bed open flat good night ’ sleep timing flight great leaf midnight time dinner served 2 3 give adjustment jet lag arrives amsterdam morning started sneezing due sinus air stewardess promptly gave large pack tissue came handy entertainment selection good although think qatar current term movie selection book cook never fails bak chor mee came vinegar side breakfast healthy red rice fish porridge ’ sound great really amazing started busy work day well thanks singapore airline
06-11-2019,Singapore Airlines,True,Solo Leisure,Nov-19,Brisbane to Tokyo via Singapore,Economy Class,1,1,5,4,5,9,yes,perth singapore pleasant flight decent leg room good entertainment meal bad although 3rd time dish last month sure often menu change service good 2 premeal drink run plus lunch followed meal drink overall good flight 5 hour although starting get bit uncomfortable
06-11-2019,Singapore Airlines,True,Couple Leisure,Nov-19,Frankfurt to New York,Business Class,4,3,4,3,3,6,yes,flew singapore airline business class a350 brisbane tokyo via singapore meal brisbane singapore normal interesting singapore tokyo flight bento box 5 star flight crew great osaka flight b787 bento box 5 star crew helpful understanding everyone b787 business class seat smaller usual plane noisy a350 flight home singapore brisbane passenger heard crew talking rush meal turn light well takeoff drink supplied rushed meal service interesting meal service capital even supply bottle water meal service like flight crew efficient
05-11-2019,Singapore Airlines,True,Solo Leisure,Oct-19,London to Christchurch via Singapore,Economy Class,4,4,4,5,4,8,yes,frankfurt new york everything organized way aircraft spotlessly clean a380 configuration offer privacy even economy class dividing cabin section would recommend upper deck seat density less engine noise legspace okay tall person cabin crew excellent food served good quality though believe make main course portion larger ek nothing much trouble cabin staff made flight pleasant experience looking well u flight reiterated belief sia best
02-11-2019,Singapore Airlines,True,Solo Leisure,Oct-19,Singapore to Johannesburg,Business Class,5,5,5,5,1,1,no,london christchurch via singapore london singapore great service enjoyable trip say singapore christchurch 12 hour stopover singapore loved silver kris lounge long walk gate d10 good shake little fatigue ready sleep impressed 19k cubicle saw bedding takeoff asked hostess get blanket reach seemed grasp one somewhere fitful night journey blanket cushion seat could settle light came breakfast saw guy across fold bedding seat asked hostess showed operate bed replied video told could operate tv system would know told would lay complaint also talked man assumed charge admitted seen trying restsleep assumed slept like flown airline premium economy took care elderly much better decided would last visit uk see sister forgets dementia decided treat business class return home heard good thing previously say disappointing endto sad journey certainly would recommend airline
01-11-2019,Singapore Airlines,True,Couple Leisure,Oct-19,Dhaka to Sydney via Singapore,Premium Economy,1,5,5,3,4,7,yes,singapore johannesburg daylight flight a350 premium economy checkingin boarding quick efficient warm welcome onboard norm singapore airline generous locker space premium economy sufficient allow blanket pillow etc immediately required stowed drink nut served shortly take champagne offered unfortunately served tiny plastic faux champagne glass ordered lunch book cook quality good would much better served proper plate foil dish unfortunate singapore provide economy service premium economy drink offered meal served small plastic tumbler wine simply red white mediocre quality refill offered tray collected time later requested refill never materialised good choice entertainment comfortable seat 11 hour flight seemed pas quite quickly crew came round number occasion water fruit second hot meal provided 2 hour landing overall pleasant flight small premium economy cabin pleasant a350 nice aircraft however unfortunate enhanced level service expected premium economy provided
31-10-2019,Singapore Airlines,True,Couple Leisure,Oct-19,Los Angeles to Singapore,Economy Class,1,1,4,5,3,2,no,dhaka sydney via singapore seat block 5 seat 61g wife black 4 seat 46d must give heartfelt thanks lady issued two boarding pas must congratulate kind enough issue boarding pas two compartment though enough opportunity issue boarding pas one compartment side side performance staff say unprofessional unskill found staff engaged support wheel chair changi airport behaved unprofessional
30-10-2019,Singapore Airlines,True,Couple Leisure,Jun-19,Jakarta to Bangalore via Singapore,First Class,3,5,5,1,5,10,yes,june flew first los angeles manila return via singapore everything top notch cabin crew delightfully interactive helpful flat bed seat wide entertainment screen large selection film marvelous food scrumptuous lalique branded amenity kit sleepwear divine first class star alliance lounge lax quiet private offer menu order private room within first class lounge singapore changi airport feel exclusive also offer great food menu
28-10-2019,Singapore Airlines,True,Business,Oct-19,New York to Frankfurt,Economy Class,1,4,5,4,1,3,no,jakarta bangalore via singapore staff suggested change flight agreed new flight provide vegetarian food ordered advance expect provide variant ordered told provide vegetarian option cabin crew refused make adjustment zero empathy rude behaviour cabin crew make worthless fly airline cramped seat aircraft a350900 economy seat keep reminding cattle class
27-10-2019,Singapore Airlines,True,Solo Leisure,Aug-19,London to Singapore,Business Class,4,5,4,4,5,9,yes,new york frankfurt first time flying singapore airline business class experience fabulous beginning end lounge experience bit disappointing seems thing jfk nonhub carrier sq us partner lounge airline doesnt one jfk a380 bit old clean ultrawide seat service catering excellent
27-10-2019,Singapore Airlines,True,Solo Leisure,Oct-19,Kuala Lumpur to Tokyo via Singapore,Business Class,4,5,5,4,3,5,no,london singapore check area chaotic say least label baggage prior drop kris lounge shared lounge bursting seems basically seating therefore go local coffee shop service onboard expected 5 star airline like singapore airline would put service pretty poor old aircraft match really good thing say wifi good expected much singapore airline considering 5 star recently coveted skytrax award best airline
25-10-2019,Singapore Airlines,True,Business,Sep-19,Singapore to Perth,Economy Class,4,5,5,4,3,5,yes,kuala lumpur tokyo via singapore first time taking sia memorable one inflight service nothing shout seating comfort average cabin crew warm job inflight entertainment soso nonenglish movie come without english subtitle biggest frustration quality food muslim preordered muslim special meal sinhnd route flew night midlong haul given snack around 2 hour departure served piece cake others got sandwich however crew kind enough offer vege sandwich flight en route hndsin surprising got board around 915am lunch served around 45 hour departure without served snack offered u peanut juice 2 hour departure find sia accommodating enough offer good price ticket
23-10-2019,Singapore Airlines,True,Family Leisure,Oct-19,Perth to Singapore,Economy Class,4,4,5,4,3,6,no,singapore perth sq getting disappointing time 2nd flight week delayed hour last late 90 minute sq used reliable comfortable today ’ delay 55 minute nobody bothered walk around give anyone water juice take predinner drink service longer come trolley passenger choice water juice beer tray sq downgrade ’ drink service european standard cabin service overall good food average however cost cutting measure sq highly visible still business class flight booked till end year bad reliability schedule switching year
19-10-2019,Singapore Airlines,True,Family Leisure,Oct-19,Singapore to Manchester,Economy Class,5,4,4,4,5,9,yes,perth singapore flight due depart late delay compounded airport due cargo unloading end departed 90 minute original time reason safety video loud economy cabin turned even louder cover ear service inconsistent cabin staff good one particularly curt arrived singapore 30 minute time connecting flight departed ground staff tried really hard get u connecting flight malaysia airline counter closed missed flight could get boarding pass rebooked onto silkair flight next morning hotel voucher stay crowne plaza plus dinner breakfast included sq also contacted hotel extend buffet opening hour 11pm accommodate u despite frustration missing flight singapore airline delay management team done well make thing smooth still felt looked missed flight delay management staff helped u impressive
17-10-2019,Singapore Airlines,True,Solo Leisure,Oct-19,Singapore to Los Angeles,Business Class,4,5,3,4,3,3,no,singapore manchester poor service business class flown sq business class many time first time experienced terrible service particularly disappointed food beverage service availability cabin crew requested thai chicken curry rice supper changed mind requested fa wake breakfast woke serving breakfast requested breakfast 20 min later one fa served thai chicken curry rice bit shocked told requested breakfast supper replied serve one meal pax since hadnt eaten supper brought breakfast one meal business class 13h 30m flight say normal breakfast know toast cereal orange juice available absolutely ridiculous acceptable especially business class also served supper breakfast went galleycrew rest area never came entire 13h 30m journey even offer water pax acceptable anywhere let alone business class extremely disappointed sq really expect lax flying competition lost customer
17-10-2019,Singapore Airlines,True,Family Leisure,Sep-19,Singapore to Perth,Premium Economy,3,5,1,5,3,2,no,dont understand people say sq best airline world service really gone downhill past 5 year traveling 10 month old daughter husband nonstop singapore la round trip flight attendant dont pay attention detail say wash baby bottle hand back bottle milk still request wash bottle thankfully allowed ordered book cook meal flight attendant didnt look info tried serve u regular meal told ordered book cook meal asked u ordered couldnt remember two u thats 8 meal 2 different flight booked advance knew bring confirmation meal request would done heated daughter meal without asking thrown away need consumed within one hour sleeping flight night flight seat uncomfortable 16 hour flight feel economy plus seat longhaul flight recline also seat really difficult recline boarded plane bottled water water holder overall underwhelming price wasnt bad considering economy plus nonstop flight la think airline good idea executed properly staff
15-10-2019,Singapore Airlines,True,Family Leisure,Oct-19,Amsterdam to Singapore,Economy Class,3,5,2,3,5,8,yes,singapore perth singapore airline upon boarding surprised close seat screen close face ’ comfortable window new screen simply dim according 1 6 setting even economy usb charging port plus food average choice western asian dish serving generous ate tray metal utensil big plus considering number airline feed u cupboard entertainment relatively good although good qatar airway selection service still life name given price economy class decent enough ride 45 hour
14-10-2019,Singapore Airlines,True,Solo Leisure,Oct-19,Brisbane to Singapore,Business Class,4,5,4,5,4,9,yes,amsterdam singapore great food entertainment ok many hollywood movie service best ’ eat much stewardess asked could give something else definitely fly
12-10-2019,Singapore Airlines,True,Couple Leisure,Oct-19,Seattle to Singapore,Premium Economy,5,5,4,4,4,8,yes,brisbane singapore late night flight boarding time proceeded smoothly usual warm welcome cabin crew seating space good expected premium economy ample locker space seat include leg support ineffective footrest good preflight drink unlike airline premium economy water bottle put holder seems hit miss affair sometimes bottle place boarding time handed later water available immediately least compensates degree lack pretake drink drink served meal shortly take singapore attitude premium economy apparent food economy served plastic tray linen crockery drink served plastic tumbler sq advertise champagne available throughout flight serve good quality champagne tiny plastic tumbler service start premium economy crew carry economy tray remain service complete drink refill offered meantime water bottle eventually handed meal service singapore economy class service probably best world flight crew superb unfortunately seem committed premium economy enhancement provided competitor absent primary justification “ premium ” price space comfort provided paid insignificant premium fare expectation improved service level seem unreasonable overall flight good superb crew unfortunate sq match airline premium economy service
11-10-2019,Singapore Airlines,True,Solo Leisure,Oct-19,Singapore to Brisbane,Premium Economy,4,5,1,5,1,1,yes,seattle singapore quite excited flying singapore airline a350 premium economy class chose bulkhead additional 130 usd regular premium economy fare seat disappointed seat barely wider economy class seat leg rest might well non existent extends 3 inch ’ dedicated lavatory premium economy mention meal cabin service economy called noise canceling headphone ’ noise canceling pay extra premium economy eva air canada never singapore airline
10-10-2019,Singapore Airlines,True,Solo Leisure,Oct-19,Stockholm  to Moscow,Economy Class,3,5,5,4,5,10,yes,singapore brisbane cabin crew ensure ’ best experience missed getting amenity kit gone use lavatory mentioning fa went get one however run tracked every individual item even going business class make sure ’ get kit service excellent get two hot towel blanket pillow snack seat reasonably comfortable economy flight entertainment expansive toilet cleaned stocked dental kit foot room reclining seat always desirable ’ never going change economy class fly singapore airline
10-10-2019,Singapore Airlines,True,Solo Leisure,Aug-19,Singapore to Melbourne,Economy Class,5,5,3,5,4,10,yes,flight stockholm moscow swift boarding clean bright economy class cabin comfortable seat impeccable service tasty lavish short flight breakfast photo wonder airline keep ranked high review overall impression impressive flight pleasant aftertaste bravo
10-10-2019,Singapore Airlines,True,Solo Leisure,Sep-19,Stockholm to Moscow,Economy Class,5,5,2,4,1,4,no,singapore melbourne taken sq many time time little worse flight flight time passenger boarded according section lucky spare seat guy aisle seat took passenger front reclined day flight sure make economy feel squeezy unlike promise website ’ packed like sardine ’ eat fish guess sq decided save money incorporating allergy breakfast gluten free revolting hard dry roll dairy sugar appalled compared normal breakfast glad brought snack like chocolate cooky selection entertainment fine toilet kept clean however paying much go sq expected standard maintained reduced think base future travel price called great airline great
09-10-2019,Singapore Airlines,True,Solo Leisure,Oct-19,Singapore to Adelaide,Economy Class,5,4,5,3,5,10,yes,stockholm moscow return checkin stockholm airport quick friendly staff boarding fast crew friendly polite aircraft clean nice seat entertainment system lot choice new movie amount food much enough short flight arrived one hour late moscow domodedevo airport due technical problem previous flight would definitely recommend flying singapore airline think best carrier
08-10-2019,Singapore Airlines,True,Business,Oct-19,Singapore to Perth,Economy Class,5,5,5,4,1,5,no,singapore adelaide dont know happened singapore airline worst economy flight ever tall side 190cm issue flight decade a310a340777a330 eco occasional biz class 1st time new a350900 new economy seating last legroom non existent knee constant contact seat infront person infront decides recline get enjoy screen 20cm face seat absolute nightmare pitch terrible also width complete joke travelling family member fine otherwise get enjoy constant shoulder rubbing neighbour seat padding hardest come across flown thai a350900 weekend bangkok standard eco seat well issue looking forward sq experience incredible let thai product much better something would thought would never say comparing sq even emirate month economy absolute joy comparison inbound flight 2310 departure dinner consisted beverage packet peanut light turned 4 hour later breakfast served consisted yoghurt bit fruit bread roll flavourless noodle omelette able sleep play catch crew walking past wanted water heavyset tray actually pushed stomach folded also new experience return leg managed get extra legroom seat row 55 fine legroom wise even narrow standard seat tray fold armrest taking width compared standard economy seat one bearable 7 hour anything longer whilst boarding scanning ticket ground staff adl remarked oh glad got seat tall whilst board settled seat steward preempted seat neighbour comment yeah know narrow imagine number complaint seat neighbour whilst trying avoid shoulder contact lengthy discussion terrible sq seat become exploring carrier connection future premium paid singapore airline simply anymore reading number gripe web biz seat well sure choose carrier future saddens flying singapore airline entire life highest regard wont enduring torture ever absolutely idea voted best airline
03-10-2019,Singapore Airlines,True,Family Leisure,Jul-19,Jakarta to Singapore,Business Class,5,5,1,1,4,8,yes,singapore perth disappointed level service grandson wasnt served entree husband preordered ramen main meal served cold ask heated fail understand business class staff fail serve one course particularly family member seated second row front overall earlier flight rome singapore service okay outstanding flown numerous time business class last 5 year noticed deterioration level service
01-10-2019,Singapore Airlines,True,Family Leisure,Sep-19,Singapore to Sydney,Economy Class,5,3,5,5,2,3,no,jakarta singapore asked vegetarian meal gave u seafood instead fish covered pasta ’ notice wife took bite complain one flight attendant said sorry ’ enough 2nd time happens happy ’ trust sq much
01-10-2019,Singapore Airlines,True,Couple Leisure,Sep-19,Singapore to Delhi,Economy Class,5,4,2,3,5,10,yes,outstanding service checkin landing canberra singapore singapore sydney flight husband injured foot singapore staff arranged u moved front row seating leg room available addition arranged wheelchair end cabin crew amazing thank singapore airline
01-10-2019,Singapore Airlines,True,Business,Sep-19,Melbourne to Singapore,Economy Class,5,4,5,5,1,1,no,singapore delhi experienced arrogant crew ever sq business class chosen star alliance alternative asiana ana recent flight disappointed flight india viable option went back sq disappointed dropping standard 2 passenger besides suffer dropping water overhead cabinet without solution food lousy found legroom standard mentioned airline booking procedure like low cost charging 10 total ticket price front row seat airline mean best airline flight experience year back
30-09-2019,Singapore Airlines,True,Couple Leisure,Sep-19,Colombo to Bali via Singapore,Economy Class,4,1,3,4,1,1,no,melbourne singapore cabin crew refused ask passenger front pull chair backup served meal found unprofessional asked speak supervisor gave ask front seat passenger pull chair meal singapore airline got connected flight singapore nepal silkair surprise even handed meal cabin crew asked front seat passenger pull chair meal special done everyone passenger
29-09-2019,Singapore Airlines,True,Family Leisure,Sep-19,Singapore to Jakarta,Economy Class,3,5,1,2,1,2,no,colombo bali via singapore extremely disappointed service provided cabin crew member flight arrogant rude passenger basically ’ care request made member flew expectation high airline ’ worth money spent seriously recommend fly airline hereafter
28-09-2019,Singapore Airlines,True,Business,Sep-19,Christchurch to Bangkok via Singapore,Economy Class,5,3,1,2,1,1,no,singapore jakarta singapore airline disappointing aircraft crew fine necessarily showing great service mobile apps airline time ’ check online bad experience overall expensively priced make overpriced disappointing experience
26-09-2019,Singapore Airlines,True,Solo Leisure,Sep-19,Hong Kong to Jakarta,Business Class,4,2,4,3,4,6,yes,christchurch bangkok via singapore upgraded premium economy business first leg flew economy second first time flying singapore part satisfied expected much better hard product fine comfortable business class seat good food plenty ife option service could use improvement short connection singapore gate number provided 1 hour landing running gate plane staff even signage informing new gate search phone find changed opposite side terminal run new gate boarded time
25-09-2019,Singapore Airlines,False,Solo Leisure,Sep-19,Jakarta to Hong Kong via Singapore,Economy Class,4,5,5,2,5,9,yes,singapore airline provide excellent service arrived late airport course mistake singapore airline moved next flight without paying extra charge one thing must corrected attitude ground staff hong kong airport hkg little less friendly serve passenger even though one staff like adverse effect comprehensive still thank singapore airline giving new ticket free even though late arrival airport purely fault cabin crew flight friendly wide legroom course inflight entertainment always date recommend fly singapore airline course fly
24-09-2019,Singapore Airlines,True,Solo Leisure,Sep-19,Singapore to Thailand,Economy Class,4,5,5,1,5,8,yes,flew jakarta hong kong september 19 2019 service almost perfect flight timely excellent service cabin crew wide space seat thing less comfortable aircraft entertainment board still us remote system make operating monitor difficult current full service airline almost use touch screen system whole really recommend fly singapore airline
23-09-2019,Singapore Airlines,True,Solo Leisure,Sep-19,Melbourne to Mumbai via Singapore,Economy Class,3,3,4,5,3,5,yes,checkin process always breeze probably best thing singair boarding also quick process plane bit aged thus screen audio jack may work newer plane better legroom although always sneeze whenever ride plane therefore seat may disinfected regularly try variety dish ride singair frequently notice name dish may change taste always like salad crew job like clockwork thats like automatic clock personalised service understanding need passenger ive lot flight singair may 1 2 passenger bit demanding needy rest understanding frequent flyer know hundred million thing attendant like profession like doctor commits himselfherself every patient care demand job lastly rare singair flight delayed rare occasion singair offer provision passenger inconvenienced dont need fancy hotel maybe space relax airport chair offer massage offer meal drink airline cant singair overall singair still good airline particular thing like attendant sensitive aware passenger people taking care food taste even though name different hey dont offer anything passenger inconvenienced delay
22-09-2019,Singapore Airlines,True,Family Leisure,Sep-19,Seoul to Kochi via Singapore,Economy Class,3,3,3,4,4,10,yes,melbourne mumbai via singapore everything checkin boarding cabin service baggage handling meal seat went smoothly return flight book extremely short notice family emergency booked flight less 12 hour hour departure call centre airport staff everything could sort vegetarian meal provide wheelchair elderly aunt travelled singapore airline generally one cheaper option route travel quite frequently would spend extra money even ’ cheapest option wifi flight
20-09-2019,Singapore Airlines,True,Solo Leisure,Sep-19,London to Singapore,Economy Class,4,3,4,5,3,6,no,seoul kochi via singapore flight kochi singapore silkair good enough leg space tv food option satisfactory appreciate flight food pack gave singapore seoul okay almost par kochi singapore bigger flight found silk air better leg space singapore airline return disappointing seoul singapore thing except food par cabin crew rushing gave less 2 min use wet wipe eager collect back even used singapore india worst service even start left veg food non veg food asked didnt get though seat 1st 15 seat toilet pair toilet back front toilet though free reserved business class seat didnt let use economy class passenger tv return flight used mobile app view movie limited food option lack consistency service make go airline unless route singapore destination good service flight generally scheduled air asia though less option better food choice least 12 good choice buy advantage flight date change possible low fee luggage 30kg useful quick service definitely give 610 rating comparison top airline
16-09-2019,Singapore Airlines,False,Family Leisure,Jun-19,Singapore to London,Business Class,1,5,3,5,1,1,no,london singapore disappointed cabin service fine flight uneventful went great deal time trouble singapore airline official setting u 6 month advance seat choice would accommodate elderly mother close lavatory one phone call made bid secure satisfactory response return outgoing flight june 5 ended far wanted contempt airline official significant earth elderly infirm woman make way back row walking device us allowed come repeated many time would need aisle chair yet noticeably absent time boarded holding boarding aisle chair become available incensed first flight contacted sia told really thought reaction return flight confirmed longheld belief airline money possession anything go well going forget battle ignorance contempt administration demonstrated every occasion lost inflight service override sentiment bother anything passenger happy hand money accept great service basic request treated poorly admin team inept say yes every request yet failed deliver cabin crew could believe admin ignored showed email good say sorry apology inflammatory given disadvantage mother placed mention inconvenience others dutifully tried avoid damage already done
15-09-2019,Singapore Airlines,True,Family Leisure,Jun-19,Mumbai to Singapore,Business Class,5,4,4,1,1,1,no,singapore london incredibly inept admin spent time establishing parameter elderly mother could get seat close lavatory many call direct singapore confirmation range seat would get limited acceptable got email boarding became clear layout flight vastly different shown previously far lavatory could passenger could pas u aisle journey lavatory took 10 minute turbulence encountered aisle seat available business class despite prior agreement one would aboard may well bothered dealing airline sia failed deliver flight ensuing return later show customer airline think even business class passenger absolutely nothing little superb inflight service improve bitter resentment part expected much better initial discussion got contempt
12-09-2019,Singapore Airlines,True,Family Leisure,Jan-19,Istanbul to Singapore,Economy Class,5,5,5,5,5,9,yes,mumbai singapore great flight departedarrived time excellent service hard product older seat significantly worse newer one a330s retired soon replaced boeing 787 a350s would advise possible catch a380 flight leaf around time would better choice opinion especially travelling business class paid roughly 470 sgd return ticket great price
07-09-2019,Singapore Airlines,True,Solo Leisure,Aug-19,Bali to Singapore,Business Class,1,4,1,5,4,8,yes,istanbul singapore always love aircraft sq use route business class seat super bulky comfort instead modern lacking comfort love
07-09-2019,Singapore Airlines,True,Solo Leisure,Aug-19,Singapore to Kansai,Business Class,4,5,2,3,4,8,yes,bali singapore always sq know run airline business warm hospitality always take southeast asia route always keep nice work
06-09-2019,Singapore Airlines,True,Solo Leisure,Aug-19,Singapore to Delhi,Business Class,1,5,5,2,5,8,yes,singapore kansai singapore airline operates night day flight night flight one boeing 78710 grounded rollsroyce engine trouble time reservation move day flight 10 year old a330 obviously strong seat difference rest service offered perfect lounge quick luggage delivery delicious meal great beverage offer
06-09-2019,Singapore Airlines,True,Solo Leisure,Aug-19,Sydney to Istanbul via Singapore,Business Class,5,5,5,5,5,10,yes,singapore delhi bid upgrade thrilled accepted experience seat 94a beautiful comfortable seat wonderful fa celestine looked well food special stopped third course turbulence little harsh bed made nap offered camomile tea experience ’ never forget flown business time experienced nothing like level comfort care wowed
04-09-2019,Singapore Airlines,True,Couple Leisure,Aug-19,Singapore to Brisbane,Economy Class,3,3,3,4,5,9,yes,sydney istanbul via singapore blown away amazing singapore airline food great airline food staff amazing even though annoying people second leg really rude unreasonable demanding coffee water served insisting get move seat cold yelling staff told ’ staff courteous even though customer rude also online service via email fast super helpful simply best airline ’ flown
04-09-2019,Singapore Airlines,True,Solo Leisure,Aug-19,Singapore to Amsterdam,Economy Class,1,4,5,4,5,10,yes,wonderful experience singapore airline entering aircraft greeted friendly cabin crew showed seat came around gave headphone eye shade status given whole row crew gave businessclass quality hot towel headphone aircraft 15 day old time flying fast touchscreen monitor toilet stocked free amenity including toothbrush toothpaste crew took order first food choice sweet sour pork steamed fish chose pork delicious delicious turkish pide couscous salad bread roll also given activity pack although really age still nice touch featured deck card crayon krisworld lounge bit crowded even midnight stream people waiting connect seat plush featured adjustable headrest footrest much probably favourite little storage pocket find seat one shaped perfectly passport phone boarding pas immigration card however wifi overpriced believe charging 20 100mb data scoot cheaper 18 would also liked see new blockbuster movie ife bit disappointed
02-09-2019,Singapore Airlines,True,Solo Leisure,Sep-19,San Francisco to Singapore,Business Class,4,3,1,4,4,9,yes,singapore amsterdam wonderful experience book cook got laksa creamy tasty skybed open flat allowed decent 8hours sleep service excellent managed get good selection sulwhasoo flight price even better airport throughout flight request filled within minute definitely fly
02-09-2019,Singapore Airlines,True,Family Leisure,Aug-19,Munich to Singapore,Premium Economy,2,1,1,5,5,9,yes,great experience san francisco singapore seat comfortable generous 8 inch recline also nice reading light next seat tv screen huge itwas really responsive also nice footrest choose window seat row 4044 get huge compartment storage sq33 business premium economy seat hour take first meal served chose korean beef short rib really good used online book cook choose meal great service menu also included amenity kit really soft eye mask toothbrush comb sock request back galley self serve snack bar also 2 free checked bag sq premium economy served snack middle flight still awake got apple also handed water bottle beginning flight generous morning got breakfast noodle pork really good selection tv really nice included ton marvel including endgame
